ID_Cliente,Nombre,Apellido,Edad,genero,pais,ingresos_anuales,fecha_registro
9540,Darío,Teruel,60,Mujer,España,33616,2022-09-28
9541,Albino,Tomé,61,Mujer,España,68173,2024-06-27
9542,Esther,Cózar,26,Hombre,España,61748,2024-04-04
9543,Charo,Arévalo,30,Hombre,España,58299,2022-09-23
9544,Aroa,Flor,32,Mujer,España,73237,2023-06-25
9545,Cristian,Vélez,44,Mujer,España,71119,2024-11-22
9546,Hilario,Múgica,32,Mujer,España,41557,2025-08-23
9547,Candela,Guzman,45,Mujer,España,68648,2024-05-02
9548,Pancho,Leon,54,Mujer,España,44096,2024-07-27
9549,Carmela,Arellano,72,Mujer,España,63781,2021-05-06
9550,Melchor,Boix,36,Mujer,España,38743,2023-02-03
9551,Kike,Pascual,43,Mujer,España,37391,2025-03-28
9552,Epifanio,Gallo,69,Hombre,España,39355,2021-01-01
9553,Julie,Prado,43,Mujer,España,35247,2022-06-25
9554,Nilda,Meléndez,42,Mujer,España,70286,2020-11-27
9555,Loreto,Borja,43,Mujer,España,36290,2021-04-02
9556,Consuela,Morell,43,Hombre,España,64076,2024-09-10
9557,Jose Ignacio,Marin,63,Hombre,España,72452,2022-10-03
9558,Francisco Javier,Santiago,45,Mujer,España,55817,2023-11-29
9559,Calisto,Campos,66,Hombre,España,75491,2024-07-12
9560,María,Morillo,35,Hombre,España,67595,2023-12-01
9561,Emperatriz,Mosquera,49,Hombre,España,62827,2025-08-01
9562,Tecla,Francisco,70,Mujer,España,56209,2022-02-12
9563,Nilo,Campo,20,Mujer,España,69754,2024-02-17
9564,Calixta,Gascón,19,Mujer,España,62118,2021-01-10
9565,Vicente,Durán,50,Mujer,España,73411,2025-03-07
9566,Aureliano,Paz,59,Mujer,España,45216,2022-04-17
9567,Eladio,Garmendia,36,Mujer,España,37860,2023-09-23
9568,Ambrosio,Rivas,34,Mujer,España,43425,2022-05-10
9569,Adriana,Tamarit,61,Hombre,España,43806,2024-05-05
9570,Vanesa,Zamorano,50,Mujer,España,77718,2022-10-31
9571,Imelda,Cabanillas,29,Mujer,España,54911,2024-10-25
9572,Aureliano,Gárate,66,Mujer,España,55406,2023-01-23
9573,Curro,Rojas,73,Mujer,España,64360,2021-05-24
9574,Rodolfo,Salvà,20,Mujer,España,44464,2022-01-06
9575,Baltasar,Molins,60,Mujer,España,60587,2025-02-13
9576,Chema,Arroyo,66,Mujer,España,68865,2025-04-06
9577,Teodosio,Alcázar,72,Mujer,España,36458,2024-02-18
9578,Ruben,Larrañaga,43,Hombre,España,39151,2024-06-18
9579,Gastón,Conde,52,Hombre,España,66934,2025-10-10
9580,Julie,Canales,25,Mujer,España,36488,2021-09-11
9581,Débora,Luque,69,Mujer,España,54541,2021-07-25
9582,Tatiana,Bonet,53,Hombre,España,51803,2021-11-20
9583,Dora,Aranda,70,Mujer,España,73183,2021-11-26
9584,Eva,Otero,71,Mujer,España,74776,2022-06-25
9585,Piedad,Elías,24,Hombre,España,54718,2022-03-24
9586,Jenny,Saura,63,Mujer,España,41170,2021-06-15
9587,Juana,Piñol,63,Mujer,España,47430,2023-01-21
9588,Victor Manuel,Ángel,53,Mujer,España,77284,2022-03-24
9589,Encarnita,Carro,33,Hombre,España,39260,2023-07-22
9590,Pelayo,Zabaleta,41,Hombre,España,37636,2022-03-02
9591,Mateo,Suárez,78,Mujer,España,66955,2024-01-10
9592,Nazaret,Barrena,71,Hombre,España,66108,2021-07-07
9593,Olimpia,Catalá,79,Hombre,España,68945,2021-09-25
9594,Hector,Tejedor,18,Hombre,España,45941,2025-10-17
9595,Leyre,Agudo,66,Mujer,España,33435,2024-12-21
9596,Marta,Llabrés,42,Hombre,España,58355,2025-06-18
9597,Herminia,Paniagua,27,Hombre,España,37300,2025-08-22
9598,Nydia,Castilla,71,Hombre,España,75437,2022-01-22
9599,Bibiana,Gutierrez,33,Mujer,España,52183,2023-08-25
9600,Cayetano,Vilar,33,Hombre,España,63733,2023-06-02
9601,Ágata,Zurita,75,Hombre,España,37444,2024-03-02
9602,Marisol,Olivé,25,Mujer,España,55755,2023-07-10
9603,María Cristina,Quesada,46,Hombre,España,73394,2024-08-26
9604,Adela,Cánovas,56,Hombre,España,53062,2023-01-22
9605,Clementina,Cerro,45,Hombre,España,44610,2023-02-18
9606,Eleuterio,Muro,23,Mujer,España,30500,2024-01-09
9607,Ciro,Roman,33,Mujer,España,34554,2023-12-24
9608,Odalis,Rico,37,Hombre,España,79201,2022-08-22
9609,Nidia,Barragán,33,Hombre,España,55545,2022-05-08
9610,Zaira,Morata,24,Hombre,España,76059,2024-01-01
9611,Jovita,Velázquez,58,Hombre,España,36771,2023-07-05
9612,Adelina,Ribes,31,Hombre,España,47499,2023-03-13
9613,Cleto,Sandoval,60,Hombre,España,33932,2023-04-01
9614,Xavier,Salamanca,43,Mujer,España,56055,2021-06-18
9615,Martín,Losa,43,Hombre,España,67202,2021-09-28
9616,Isaura,Martín,31,Hombre,España,57700,2025-03-29
9617,Fidela,Diez,24,Hombre,España,33567,2021-08-23
9618,Leocadia,Chacón,50,Mujer,España,31658,2025-05-04
9619,María Dolores,Ureña,43,Hombre,España,72836,2023-09-23
9620,Adela,Nebot,74,Mujer,España,76929,2021-07-16
9621,Adoración,Viana,62,Hombre,España,70712,2022-08-19
9622,Jesús,Navas,37,Hombre,España,56627,2024-01-23
9623,Jacobo,Losa,20,Hombre,España,68568,2024-08-22
9624,Ernesto,Nicolás,69,Hombre,España,50760,2022-05-29
9625,Rosalinda,Roca,21,Hombre,España,59985,2025-02-28
9626,Teresita,Parra,78,Hombre,España,44408,2020-12-19
9627,Encarnita,Molins,43,Mujer,España,59832,2023-09-09
9628,Juan,Maestre,28,Hombre,España,70785,2022-01-15
9629,Ximena,Enríquez,19,Hombre,España,65583,2021-04-22
9630,Prudencio,Vallés,31,Hombre,España,63738,2022-07-26
9631,Ruben,Castells,61,Mujer,España,54204,2025-07-06
9632,Gervasio,Mayo,47,Hombre,España,43285,2025-05-28
9633,Juana,Carrera,66,Mujer,España,62975,2021-08-31
9634,Yéssica,Blanch,29,Hombre,España,46643,2022-08-27
9635,Graciela,Roman,43,Hombre,España,35025,2024-08-05
9636,Natalio,Márquez,61,Mujer,España,67126,2024-06-17
9637,Modesta,Amigó,50,Mujer,España,46888,2025-03-05
9638,Rosalinda,Cerdán,30,Hombre,España,75258,2023-05-16
9639,Sofía,Aguado,31,Mujer,España,64527,2021-08-29
9640,Moreno,Ariza,41,Mujer,España,53898,2025-05-19
9641,Wilfredo,Arnau,79,Hombre,España,77069,2023-03-11
9642,Amarilis,Costa,51,Hombre,España,44387,2025-01-14
9643,Amor,Melero,61,Hombre,España,76435,2021-06-30
9644,Berto,Perales,43,Mujer,España,33794,2023-01-10
9645,Aitana,Gras,38,Hombre,España,33590,2024-01-23
9646,Daniel,Guerra,45,Hombre,España,44698,2021-12-16
9647,Pascual,Belmonte,65,Mujer,España,42332,2022-03-23
9648,Alejandra,Guzmán,53,Mujer,España,69738,2021-01-18
9649,Íñigo,Castro,57,Hombre,España,39593,2021-06-12
9650,Raquel,Carmona,19,Mujer,España,60107,2023-01-13
9651,Francisco,Moreno,59,Mujer,España,61490,2025-04-03
9652,Lorenzo,Molins,26,Mujer,España,66097,2022-11-20
9653,María Jesús,Bayón,40,Hombre,España,41036,2022-07-02
9654,Pablo,Galindo,32,Hombre,España,58561,2022-11-17
9655,Elisabet,Adán,30,Hombre,España,44372,2023-07-26
9656,Consuelo,Morante,40,Mujer,España,64860,2023-01-31
9657,Edu,Nieto,34,Hombre,España,49351,2021-04-27
9658,Apolonia,Terrón,79,Hombre,España,60327,2021-08-22
9659,Cristian,Aragón,65,Mujer,España,48059,2021-10-04
9660,Santiago,Vélez,77,Mujer,España,57188,2022-05-20
9661,Olimpia,Frías,19,Hombre,España,63055,2024-07-31
9662,Lidia,Roig,37,Mujer,España,79937,2022-04-02
9663,Natividad,Esparza,37,Hombre,España,32316,2025-06-03
9664,Custodio,Cabrera,76,Hombre,España,46259,2022-07-29
9665,Máximo,Luz,63,Hombre,España,65606,2024-02-15
9666,Cayetana,Mateos,20,Mujer,España,41829,2020-11-28
9667,Florentina,Luís,72,Mujer,España,38137,2022-06-23
9668,Calisto,Vizcaíno,29,Hombre,España,54502,2020-10-29
9669,Mónica,Zamorano,57,Hombre,España,57204,2025-02-18
9670,Marciano,Piñol,19,Hombre,España,31265,2024-11-28
9671,Berta,Polo,53,Hombre,España,65751,2024-03-03
9672,Íñigo,Trujillo,31,Mujer,España,52285,2023-04-16
9673,Salvador,Cobos,33,Hombre,España,54315,2024-10-19
9674,Dominga,Valero,36,Hombre,España,77457,2024-12-02
9675,Severiano,Girona,51,Mujer,España,76875,2021-03-16
9676,Jorge,Rocha,61,Hombre,España,70911,2025-09-08
9677,Estela,Sanchez,78,Hombre,España,70798,2020-11-25
9678,Jose Francisco,Sainz,63,Hombre,España,75890,2024-05-26
9679,Carlota,Marco,23,Hombre,España,73420,2024-12-03
9680,Federico,Reyes,30,Hombre,España,63379,2024-07-08
9681,Alma,Conde,53,Mujer,España,66291,2021-09-25
9682,Rodrigo,Agudo,39,Mujer,España,57152,2025-06-08
9683,Blas,Castilla,35,Mujer,España,35424,2022-10-31
9684,Noé,Pazos,29,Mujer,España,39939,2024-10-07
9685,Horacio,Villalba,69,Hombre,España,60253,2024-01-08
9686,Odalys,Diez,76,Mujer,España,64396,2022-01-15
9687,Joaquina,Peinado,71,Mujer,España,43176,2023-12-27
9688,Domitila,Maestre,47,Mujer,España,37907,2020-11-01
9689,Tomás,Gallart,70,Mujer,España,33372,2024-12-03
9690,Milagros,Baños,68,Mujer,España,57572,2024-05-24
9691,Trinidad,Zaragoza,57,Mujer,España,54592,2024-12-01
9692,Claudia,Gil,24,Mujer,España,43102,2021-05-16
9693,Mirta,Duran,49,Mujer,España,72557,2024-05-08
9694,Octavio,Camacho,65,Hombre,España,55642,2022-05-23
9695,Candelas,Cañellas,36,Mujer,España,33139,2021-08-11
9696,Joaquina,Falcón,23,Hombre,España,41643,2025-01-21
9697,Jonatan,Barros,37,Mujer,España,48643,2022-01-24
9698,Fulgencio,Cases,44,Mujer,España,65018,2021-03-02
9699,Gloria,Folch,70,Mujer,España,68889,2023-03-18
9700,Haydée,Clemente,60,Hombre,España,58780,2025-06-15
9701,Casemiro,Aguilar,54,Hombre,España,70949,2025-04-07
9702,Manola,Mayol,65,Mujer,España,78071,2025-03-15
9703,Leonor,Bru,24,Hombre,España,46667,2024-03-03
9704,Consuela,Barral,76,Mujer,España,60632,2025-08-01
9705,Piedad,Pi,22,Hombre,España,68493,2021-03-26
9706,Amanda,Aguiló,28,Hombre,España,78352,2023-05-13
9707,Darío,Bosch,32,Hombre,España,59408,2021-09-08
9708,Dora,Vizcaíno,20,Mujer,España,54302,2025-01-27
9709,Débora,Hierro,75,Hombre,España,51621,2024-02-17
9710,Abigaíl,Ribes,22,Hombre,España,43219,2025-09-12
9711,Máximo,Jáuregui,40,Mujer,España,71562,2022-09-14
9712,Catalina,Tovar,70,Hombre,España,55939,2021-03-11
9713,Cleto,Cuesta,54,Mujer,España,76880,2022-09-26
9714,Paca,Frías,26,Mujer,España,74312,2022-03-10
9715,Victor,Sierra,32,Hombre,España,66843,2024-02-08
9716,Gabriel,Ochoa,20,Mujer,España,42778,2023-05-05
9717,Mario,Amador,46,Hombre,España,68930,2023-08-10
9718,Santiago,Dalmau,23,Hombre,España,59870,2024-03-21
9719,Buenaventura,Soto,34,Mujer,España,70404,2022-12-30
9720,Elba,Quintero,43,Hombre,España,52121,2024-06-19
9721,César,Villena,38,Hombre,España,70770,2024-10-14
9722,Isidora,Bonet,25,Mujer,España,76221,2023-05-09
9723,Odalys,Sarmiento,38,Mujer,España,60158,2021-09-28
9724,Débora,Elorza,74,Hombre,España,53456,2021-07-09
9725,María Manuela,Escrivá,28,Mujer,España,77401,2024-03-23
9726,Oriana,Olmo,55,Mujer,España,42992,2021-02-15
9727,Reynaldo,Tenorio,25,Mujer,España,74894,2023-07-24
9728,Nacio,Simó,59,Mujer,España,55390,2022-10-10
9729,Ana Belén,Montesinos,41,Hombre,España,75858,2020-12-26
9730,Filomena,Juliá,78,Hombre,España,46756,2024-02-08
9731,Gertrudis,Parejo,52,Mujer,España,51971,2022-12-10
9732,Benjamín,Larrañaga,72,Hombre,España,37071,2025-08-27
9733,Cipriano,Tomás,31,Mujer,España,57574,2021-02-04
9734,Isaac,Cerdá,72,Mujer,España,76517,2025-08-13
9735,Olga,Pinilla,31,Hombre,España,49275,2024-12-13
9736,Emilio,Cortes,27,Hombre,España,74751,2020-12-11
9737,Susana,Antúnez,29,Hombre,España,36586,2022-10-06
9738,Custodia,Morell,55,Hombre,España,49703,2023-05-08
9739,Vanesa,Cisneros,61,Mujer,España,56765,2021-12-04
9740,Marisol,Bosch,72,Mujer,España,40641,2023-09-03
9741,Fanny,Vicente,63,Hombre,España,66735,2021-10-14
9742,Nélida,Santana,51,Mujer,España,30822,2024-08-24
9743,Aarón,Piñeiro,58,Hombre,España,62989,2021-04-06
9744,Marita,Hernando,27,Hombre,España,69648,2021-11-11
9745,Eugenio,Calatayud,75,Hombre,España,42129,2025-07-05
9746,Gertrudis,Poza,34,Mujer,España,45543,2021-05-26
9747,Eustaquio,Baena,34,Mujer,España,55963,2023-12-29
9748,Víctor,Espada,20,Hombre,España,66656,2025-07-25
9749,Bernardita,Sabater,79,Hombre,España,59665,2025-09-10
9750,Lupe,Carrillo,48,Hombre,España,43499,2021-08-30
9751,Rosario,Somoza,68,Hombre,España,40352,2022-05-30
9752,Encarnación,Echevarría,18,Mujer,España,49654,2024-03-10
9753,Crescencia,Barroso,29,Mujer,España,40117,2025-06-12
9754,Victoriano,Sebastián,56,Hombre,España,51077,2022-01-08
9755,Gustavo,Garrido,21,Hombre,España,75540,2025-09-28
9756,Hernán,Fiol,59,Mujer,España,33993,2024-02-21
9757,Isa,Salazar,30,Hombre,España,48982,2024-10-06
9758,Saturnina,Gaya,51,Mujer,España,64434,2020-11-26
9759,Maximiliano,Estrada,59,Mujer,España,46312,2024-09-29
9760,Marcelino,Andres,38,Hombre,España,74041,2023-03-04
9761,Clotilde,Moreno,39,Mujer,España,44338,2022-04-21
9762,Narcisa,Espada,74,Mujer,España,60173,2021-10-25
9763,Xiomara,Duque,21,Mujer,España,67525,2023-08-21
9764,Iris,Cortina,35,Mujer,España,56690,2022-11-29
9765,Marco,Gargallo,22,Hombre,España,57328,2021-05-20
9766,Zaida,Requena,36,Mujer,España,41360,2022-12-06
9767,Trinidad,Donoso,19,Mujer,España,68883,2024-03-13
9768,Lina,Cabrero,29,Mujer,España,68205,2021-12-28
9769,Yolanda,Roldán,34,Hombre,España,52625,2023-09-18
9770,Omar,Morillo,27,Hombre,España,72040,2022-04-10
9771,Chuy,Benet,51,Hombre,España,74894,2024-03-24
9772,Dafne,Mateo,23,Mujer,España,61850,2020-11-03
9773,Adán,Guzman,25,Hombre,España,46471,2022-01-03
9774,Emma,Cobo,78,Hombre,España,69883,2022-04-18
9775,Arcelia,Guzmán,68,Hombre,España,57276,2021-10-10
9776,Sancho,Diaz,28,Mujer,España,32703,2024-05-31
9777,Rebeca,Morcillo,74,Hombre,España,41151,2025-09-03
9778,Edu,Parra,29,Hombre,España,56998,2021-01-09
9779,Reyes,Hidalgo,26,Hombre,España,34147,2025-06-30
9780,Macario,Frutos,19,Mujer,España,64515,2025-02-24
9781,Bernabé,Montero,25,Mujer,España,38232,2024-09-08
9782,Rafael,Mena,75,Hombre,España,45151,2023-12-07
9783,Valentina,Lasa,28,Hombre,España,40330,2023-03-01
9784,Carmela,Rios,77,Hombre,España,79190,2025-03-10
9785,Balduino,Carvajal,70,Mujer,España,41276,2020-11-25
9786,Aarón,Torrijos,53,Mujer,España,48535,2022-01-06
9787,Juliana,Sierra,27,Hombre,España,66705,2022-10-14
9788,Charo,Ureña,38,Mujer,España,69654,2022-07-04
9789,Otilia,Gilabert,37,Hombre,España,73050,2023-12-11
9790,Plinio,Cuéllar,65,Mujer,España,62976,2025-06-13
9791,Damián,Pozuelo,25,Hombre,España,30599,2022-10-11
9792,Rosalinda,Manjón,53,Mujer,España,33709,2025-02-04
9793,Lope,Huertas,46,Hombre,España,54110,2023-05-07
9794,Rosenda,Aller,59,Mujer,España,79365,2022-06-12
9795,Américo,Méndez,29,Hombre,España,35723,2021-07-07
9796,Joel,Julián,78,Hombre,España,76772,2020-11-06
9797,Toni,Izaguirre,31,Hombre,España,72536,2024-04-14
9798,Julia,Valentín,65,Hombre,España,57394,2023-11-22
9799,Dominga,Carnero,71,Mujer,España,40316,2024-08-17
9800,Rufino,Escribano,67,Hombre,España,52622,2022-11-06
9801,Eufemia,Salvador,38,Mujer,España,54844,2023-08-03
9802,Maximino,Ródenas,39,Mujer,España,70740,2021-07-13
9803,Leonor,Acedo,38,Hombre,España,51162,2024-11-23
9804,Roberto,Estévez,61,Hombre,España,58833,2023-06-18
9805,Santiago,Díaz,67,Hombre,España,47206,2023-09-09
9806,Rico,Sacristán,47,Hombre,España,54501,2022-12-21
9807,Trinidad,Becerra,56,Mujer,España,78314,2024-01-09
9808,Caridad,Cáceres,37,Mujer,España,40291,2025-09-11
9809,Héctor,Baquero,41,Mujer,España,74562,2022-08-31
9810,Gloria,Muñoz,40,Mujer,España,41659,2023-10-01
9811,Fulgencio,Hoz,24,Hombre,España,55226,2021-11-07
9812,Aitana,Solís,26,Mujer,España,70751,2021-01-12
9813,Emilio,Águila,18,Hombre,España,36500,2022-03-14
9814,Godofredo,Valenciano,43,Hombre,España,31634,2021-07-04
9815,Catalina,Capdevila,55,Mujer,España,44059,2023-05-27
9816,Rodrigo,Gargallo,55,Mujer,España,34814,2021-03-19
9817,Pía,Trujillo,71,Mujer,España,34076,2021-07-25
9818,Ámbar,Morillo,78,Mujer,España,71158,2022-02-03
9819,Plácido,Chacón,61,Mujer,España,68210,2025-06-07
9820,Priscila,Villena,39,Mujer,España,55931,2022-11-22
9821,Silvestre,Herrero,61,Hombre,España,62007,2022-06-04
9822,Fabio,Castrillo,27,Hombre,España,52744,2021-07-20
9823,Luis,Company,72,Hombre,España,60396,2025-09-03
9824,Salud,Anaya,79,Mujer,España,53083,2023-08-16
9825,Herminia,Cabello,75,Hombre,España,66273,2023-12-10
9826,Edgardo,Cañizares,23,Hombre,España,79954,2025-03-06
9827,Eloy,Pastor,34,Hombre,España,55276,2025-10-09
9828,Aitor,Puerta,68,Hombre,España,30502,2024-11-30
9829,Calixto,Ballester,67,Hombre,España,42756,2025-08-18
9830,Flora,Fabra,55,Hombre,España,44262,2025-09-24
9831,Alcides,Duran,41,Mujer,España,78909,2020-11-30
9832,Ernesto,Arellano,68,Mujer,España,40605,2022-09-09
9833,Lorena,Arribas,27,Mujer,España,70707,2023-09-11
9834,Sonia,Lara,73,Hombre,España,52416,2024-09-02
9835,Amanda,Torrijos,25,Mujer,España,67487,2021-08-30
9836,Gema,Solana,38,Mujer,España,70516,2025-01-02
9837,Ulises,Villena,73,Hombre,España,57543,2025-01-02
9838,Elías,Vara,23,Mujer,España,61280,2021-07-04
9839,Cesar,Velasco,38,Hombre,España,32870,2024-12-11
9840,Emigdio,Ríos,74,Mujer,España,34758,2021-01-15
9841,Felisa,Olmedo,79,Hombre,España,75806,2022-06-13
9842,Noelia,Galvez,56,Hombre,España,68736,2021-02-02
9843,Severo,Perales,41,Mujer,España,41659,2023-10-02
9844,Rosalina,Vilar,50,Hombre,España,79534,2024-04-22
9845,Xavier,Palau,76,Mujer,España,70558,2025-01-25
9846,Tere,Esteban,35,Hombre,España,39585,2024-08-28
9847,Modesta,Guzmán,73,Mujer,España,57903,2021-04-19
9848,Josefa,Prado,45,Mujer,España,67039,2025-09-08
9849,Elisabet,Barrera,74,Hombre,España,34323,2023-05-24
9850,Teodoro,Arjona,69,Mujer,España,56970,2021-06-10
9851,Estrella,Franch,49,Mujer,España,64806,2021-11-30
9852,Geraldo,Alemany,29,Mujer,España,78745,2022-12-21
9853,Wálter,Lobo,65,Hombre,España,35461,2024-01-23
9854,Araceli,Matas,59,Hombre,España,70831,2020-11-07
9855,Teobaldo,Guzman,44,Mujer,España,64030,2023-08-15
9856,Carmina,Pons,27,Mujer,España,35731,2021-08-09
9857,Oriana,Bilbao,63,Hombre,España,51500,2024-02-24
9858,Vinicio,Montes,74,Hombre,España,39903,2022-12-20
9859,Rodrigo,Canals,69,Mujer,España,63117,2025-05-31
9860,Pedro,Seguí,59,Hombre,España,58602,2022-10-14
9861,Jaime,Batlle,49,Hombre,España,61174,2025-07-15
9862,Gilberto,Oliver,59,Mujer,España,63208,2023-07-17
9863,Teobaldo,Cánovas,43,Hombre,España,49192,2022-08-03
9864,Elodia,Gallo,42,Hombre,España,43899,2022-11-05
9865,Adrián,Bueno,28,Hombre,España,48946,2024-08-16
9866,Crescencia,Alsina,40,Mujer,España,33152,2024-02-02
9867,Andrea,Company,51,Hombre,España,55960,2025-07-25
9868,Rebeca,Diego,74,Mujer,España,40247,2023-01-06
9869,Lupe,Olivé,69,Hombre,España,60806,2021-10-17
9870,Jordi,Amador,57,Hombre,España,55573,2025-07-21
9871,Leticia,Bru,79,Mujer,España,72382,2024-09-02
9872,Angélica,Mateo,40,Mujer,España,79225,2024-03-31
9873,Julio César,Flor,46,Mujer,España,56038,2024-09-14
9874,Segismundo,Tejedor,48,Mujer,España,57770,2024-10-07
9875,Ángeles,Lluch,24,Hombre,España,36949,2024-07-08
9876,Carina,Vidal,57,Mujer,España,32205,2021-04-30
9877,Corona,Fernández,50,Mujer,España,47855,2020-11-22
9878,Quique,Barberá,38,Mujer,España,49564,2024-02-10
9879,Anastasio,Ferrándiz,19,Hombre,España,43133,2023-03-12
9880,Anselmo,Adadia,35,Hombre,España,48114,2022-09-21
9881,Clementina,Ricart,64,Mujer,España,62803,2023-06-14
9882,Almudena,Soriano,50,Mujer,España,59785,2023-07-29
9883,Julie,Blanch,54,Mujer,España,68302,2025-10-22
9884,Rafa,Gallo,51,Mujer,España,53545,2024-09-06
9885,Daniel,Valero,37,Hombre,España,70777,2022-10-18
9886,Custodia,Buendía,52,Mujer,España,40952,2021-06-29
9887,Alma,Cardona,68,Hombre,España,32535,2024-10-30
9888,Jessica,Codina,67,Mujer,España,54721,2022-10-28
9889,Cebrián,Puga,78,Mujer,España,34963,2021-03-11
9890,Erasmo,Atienza,71,Hombre,España,42707,2022-10-01
9891,Luna,Corbacho,35,Mujer,España,42860,2022-09-25
9892,Lupe,Cordero,63,Mujer,España,44247,2022-04-27
9893,Belen,Carlos,79,Mujer,España,47410,2023-01-22
9894,Rosa María,Galan,41,Mujer,España,47670,2025-09-30
9895,Maricela,Criado,25,Hombre,España,49230,2024-05-21
9896,Melania,Carranza,78,Mujer,España,71280,2024-08-25
9897,Lino,Seguí,47,Mujer,España,54158,2023-08-25
9898,Adela,Redondo,61,Hombre,España,43887,2025-01-24
9899,Asunción,Soler,70,Mujer,España,65061,2023-01-22
9900,Cayetano,Chaparro,27,Hombre,España,79628,2023-09-16
9901,Azeneth,Baeza,40,Mujer,España,53810,2021-10-20
9902,Tania,Cardona,69,Mujer,España,74124,2020-10-25
9903,Emilia,Borrell,66,Mujer,España,72786,2023-05-20
9904,Chus,Carmona,28,Hombre,España,55358,2025-06-06
9905,Jose Luis,Capdevila,19,Hombre,España,75588,2023-03-15
9906,Agustina,Piñeiro,75,Mujer,España,45933,2025-05-07
9907,Eva María,Quevedo,43,Hombre,España,60034,2021-03-07
9908,Manuela,Calvo,53,Mujer,España,31947,2025-10-20
9909,Gracia,Castilla,50,Hombre,España,49715,2023-05-24
9910,Guiomar,Escrivá,64,Mujer,España,60956,2024-07-18
9911,Casemiro,Arnaiz,30,Hombre,España,51644,2022-08-29
9912,Isaura,Carrillo,57,Mujer,España,45310,2021-10-22
9913,Evita,Antón,42,Hombre,España,52450,2025-06-02
9914,Calista,Salom,21,Hombre,España,46303,2021-08-08
9915,Nazaret,Cerdán,59,Hombre,España,77782,2023-09-29
9916,Cruz,Novoa,36,Hombre,España,54031,2024-02-08
9917,Mateo,Ángel,35,Mujer,España,59250,2020-12-23
9918,Emperatriz,Río,54,Mujer,España,51853,2023-09-18
9919,Balduino,Ibarra,47,Hombre,España,47977,2023-04-11
9920,Vera,Figuerola,36,Mujer,España,72707,2022-03-11
9921,Olegario,Gargallo,75,Hombre,España,44465,2024-12-04
9922,Bienvenida,Arco,40,Mujer,España,40225,2021-04-01
9923,Melania,Marin,76,Hombre,España,70472,2024-09-06
9924,Aitor,Fernández,71,Mujer,España,46640,2025-10-11
9925,Adora,Rosado,33,Mujer,España,61535,2023-11-16
9926,Wilfredo,Pinto,18,Hombre,España,69280,2025-09-29
9927,Ariel,Navas,29,Hombre,España,32991,2023-05-10
9928,Vicenta,Galindo,41,Hombre,España,47801,2024-11-14
9929,Adora,Alcalde,51,Hombre,España,54144,2024-04-30
9930,Consuela,Escamilla,70,Hombre,España,37965,2021-10-23
9931,Macarena,Sarabia,74,Mujer,España,43730,2021-09-15
9932,Natanael,Mata,25,Hombre,España,59553,2021-09-22
9933,Tadeo,Viñas,35,Mujer,España,38301,2021-04-01
9934,Patricio,Calleja,74,Hombre,España,48936,2024-12-06
9935,Nazaret,Conde,65,Mujer,España,72017,2025-09-17
9936,Macario,Luján,22,Mujer,España,44155,2024-10-31
9937,Luis Miguel,Echeverría,43,Hombre,España,51117,2024-02-24
9938,Florencio,Cabrera,47,Hombre,España,78848,2023-06-03
9939,Andrés Felipe,Bosch,71,Mujer,España,32042,2024-08-20
9940,Jordana,Luís,30,Mujer,España,48565,2023-11-22
9941,Águeda,Alsina,36,Hombre,España,77602,2023-04-12
9942,Edelmira,Prat,46,Mujer,España,67260,2023-10-19
9943,Maribel,Zamorano,20,Mujer,España,66326,2024-05-15
9944,Marco,Checa,43,Mujer,España,72581,2023-09-19
9945,Lucía,Navas,57,Mujer,España,33658,2024-09-26
9946,Milagros,Aguirre,76,Mujer,España,46319,2022-02-01
9947,Cintia,Morera,75,Mujer,España,49078,2025-03-01
9948,Juan Bautista,Cañizares,75,Hombre,España,66652,2025-08-15
9949,Benjamín,Conesa,29,Hombre,España,67548,2024-09-09
9950,Eva,Madrid,19,Hombre,España,49668,2022-02-07
9951,Ainara,Peña,28,Hombre,España,68720,2022-03-25
9952,Cristina,Castells,61,Mujer,España,70285,2024-02-09
9953,Fortunato,Alemany,45,Hombre,España,52546,2025-09-19
9954,Constanza,Ferrer,35,Mujer,España,67874,2022-08-07
9955,Aurelio,Pedraza,30,Mujer,España,67165,2023-05-01
9956,Gala,Olmo,54,Hombre,España,58898,2025-02-14
9957,Lupe,Pintor,39,Hombre,España,59907,2023-09-08
9958,Nydia,Batalla,29,Mujer,España,75411,2023-02-04
9959,Malena,Abella,19,Hombre,España,59372,2021-01-08
9960,Etelvina,Garmendia,54,Hombre,España,44822,2022-07-17
9961,Amando,Ojeda,24,Mujer,España,49776,2025-09-29
9962,Luciano,Castellanos,43,Mujer,España,62406,2020-11-25
9963,Amada,Valderrama,43,Mujer,España,40462,2025-02-16
9964,Celestino,Alegria,41,Mujer,España,66479,2023-01-03
9965,Edmundo,Cabanillas,29,Mujer,España,64354,2024-01-18
9966,Anselma,Granados,33,Mujer,España,72174,2025-04-22
9967,Carmelo,Santiago,40,Hombre,España,69906,2023-10-12
9968,Renata,Carrasco,57,Hombre,España,37662,2024-05-11
9969,Miguela,Cifuentes,79,Hombre,España,37404,2020-11-28
9970,Leopoldo,Llorens,77,Mujer,España,76101,2024-07-02
9971,José Antonio,Farré,26,Mujer,España,72605,2024-01-14
9972,Eligio,Rodrigo,49,Hombre,España,39542,2022-05-12
